V1,V2,V3
*_SCFLD1811_293532,<nnxnp>,--,nn,--,--,--,--,nn,--,--,nn,np,--,--,np,nn,nn,np,--,np,np,nn,--,nn,--,np,nn,--,nn,np,--,--,--,nn,nn,nn,nn,np,nn,--,--,nn,--,--,--,--,--,--,--,nn,np,nn,--,nn,--,np,np,--,nn,np,np,nn,np,nn,np,--,np,nn,--,--,--,nn,nn,--,nn,--,--,nn,nn,np,--,np,--,--,--,np,--,nn,--,nn,--
*_SCFLD1811_633546,<nnxnp>,--,nn,np,--,np,--,nn,np,--,nn,--,np,--,--,--,--,np,--,np,--,--,nn,nn,--,--,--,nn,nn,np,nn,--,--,--,nn,nn,--,np,nn,--,--,nn,np,np,--,--,--,--,--,nn,--,nn,--,nn,--,np,np,--,--,np,--,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,--,--,--,--,nn,--,--,np,--,--,nn,--,np,nn,nn,nn,np
*_SCFLD1811_633643,<hkxhk>,--,--,hh,--,--,kk,--,--,kk,kk,--,--,--,hk,kk,--,hk,--,--,--,kk,hk,kk,--,hk,hk,--,--,hh,--,hh,--,--,--,hk,--,hk,hk,--,--,kk,--,--,--,--,hk,hk,--,kk,hk,hk,hk,hk,hk,--,--,hh,--,hk,hh,kk,--,hk,hh,hh,hk,--,hk,hh,--,hk,hk,--,--,--,kk,hk,--,--,--,--,--,--,--,hh,--,hk,--,--,--
*_SCFLD1811_737701,<nnxnp>,--,nn,--,--,np,nn,--,np,--,--,--,np,--,np,nn,nn,np,--,np,np,nn,nn,--,--,np,nn,--,nn,--,nn,--,--,--,--,nn,--,--,--,--,--,nn,np,np,np,np,np,--,--,nn,np,nn,--,--,--,--,--,--,--,np,np,nn,np,nn,--,np,--,nn,np,np,--,--,nn,--,--,--,nn,nn,--,np,--,np,--,np,nn,np,--,nn,nn,--,np
*_SCFLD1811_829256,<hkxhk>,--,--,--,--,--,--,--,hk,hk,hk,--,--,--,kk,--,--,kk,kk,--,--,hk,hh,hk,--,--,hh,hk,hh,hk,hk,--,--,--,--,hh,hh,kk,hh,--,--,hk,--,--,kk,kk,kk,--,--,hk,kk,hh,--,--,kk,--,kk,--,hk,kk,--,hk,hk,hh,hk,--,kk,hh,--,hk,hk,hh,hh,hk,--,--,--,hh,hh,kk,hk,kk,--,hk,hk,hk,--,hh,hk,hh,kk
*_SCFLD1811_829371,<nnxnp>,np,--,nn,--,nn,np,np,nn,--,np,nn,nn,--,--,--,--,nn,--,nn,nn,np,np,np,--,--,--,np,np,nn,np,--,--,--,np,np,np,nn,--,--,--,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,--,nn,nn,--,nn,nn,--,nn,np,nn,--,nn,np,nn,nn,--,--,np,np,--,--,np,np,np,nn,--,nn,--,--,np,--,nn,--,np,np,nn
*_SCFLD1811_861953,<hkxhk>,--,--,--,--,--,--,kk,--,--,hk,hh,hh,--,hh,--,kk,hh,hh,hk,--,hk,kk,--,--,hh,--,hk,--,--,--,hk,hk,--,--,kk,kk,hh,--,--,--,hk,--,--,hh,hh,hh,--,--,hk,hh,kk,kk,kk,--,hh,--,--,--,hh,--,hk,hk,kk,--,hk,--,--,hh,hk,--,--,kk,--,--,--,hk,kk,--,hh,--,--,--,hk,--,hk,--,--,--,kk,hh
*_SCFLD1811_905777,<hkxhk>,--,kk,hk,--,hk,hk,kk,hk,--,hk,--,--,--,hh,hk,kk,--,hh,--,hh,hk,kk,hk,--,hh,kk,hk,kk,hk,hk,--,--,--,kk,kk,--,--,--,--,--,hk,--,hh,--,--,hh,hh,--,hk,hh,kk,--,kk,--,hh,hh,--,--,hh,hk,hk,hk,--,hk,kk,--,--,hh,hk,--,kk,kk,hk,--,--,hk,kk,kk,hh,--,hh,--,--,--,--,--,kk,--,kk,hh
*_SCFLD1811_905793,<hkxhk>,--,--,hk,--,hk,--,kk,hk,--,hk,--,--,--,hh,hk,kk,--,hh,--,hh,hk,kk,hk,--,hh,kk,hk,kk,hk,hk,--,--,--,kk,kk,--,--,--,--,--,hk,--,hh,--,--,hh,hh,--,hk,hh,kk,--,kk,--,hh,hh,--,--,hh,hk,hk,hk,--,hk,--,--,--,hh,hk,--,kk,kk,--,--,--,hk,kk,kk,hh,--,hh,--,--,--,--,--,kk,--,kk,hh
*_SCFLD1811_905922,<hkxhk>,--,kk,--,--,hk,--,--,hk,--,--,--,--,--,hh,--,kk,hh,hh,hk,hh,hh,kk,--,--,hh,kk,hk,--,--,--,hk,--,hk,--,--,--,hh,kk,--,--,hk,--,--,hh,hh,hh,hh,--,hk,hh,--,--,kk,--,--,--,hk,hk,--,hk,hk,--,--,hk,--,hh,kk,hh,hk,--,--,--,hk,--,--,hk,--,--,hh,hk,--,hk,--,hk,hk,--,--,--,kk,--
*_SCFLD1811_1230885,<nnxnp>,--,--,np,--,np,--,nn,np,nn,nn,--,np,--,--,nn,nn,--,--,np,np,nn,nn,nn,--,--,nn,nn,nn,np,nn,np,--,--,--,--,nn,--,--,nn,--,nn,np,np,np,np,np,--,nn,nn,np,nn,nn,nn,--,np,np,np,nn,np,np,nn,np,nn,np,--,np,nn,np,--,--,nn,nn,nn,nn,np,nn,nn,--,np,--,np,--,--,--,np,--,--,nn,--,np
*_SCFLD1811_1230906,<nnxnp>,--,--,np,--,np,--,nn,np,nn,nn,--,np,--,--,nn,nn,--,--,--,np,nn,nn,nn,--,--,nn,nn,nn,np,--,--,--,--,--,--,nn,--,nn,--,--,nn,np,np,np,np,np,--,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,--,np,np,nn,np,--,--,nn,nn,nn,--,np,nn,nn,--,np,--,np,--,--,--,np,--,--,nn,--,np
*_SCFLD1811_1230965,<nnxnp>,--,--,np,--,np,--,nn,np,--,--,--,np,--,--,nn,nn,--,--,--,np,nn,--,nn,--,--,nn,nn,--,np,--,--,--,--,--,--,nn,--,--,--,--,--,--,np,np,np,np,--,--,--,np,nn,nn,nn,--,np,np,np,--,np,--,nn,np,nn,--,np,np,nn,np,--,--,nn,nn,--,--,np,nn,nn,--,np,--,--,--,--,--,--,--,--,nn,--,np
*_SCFLD1811_1231026,<nnxnp>,--,--,np,--,--,nn,--,--,--,nn,--,np,--,np,--,nn,np,np,np,--,--,nn,--,--,np,nn,nn,--,np,--,np,--,--,nn,nn,nn,np,--,--,--,nn,--,np,np,--,--,--,nn,nn,np,nn,nn,--,np,np,np,--,nn,np,--,--,np,nn,np,--,np,nn,np,--,--,nn,nn,nn,--,--,--,nn,nn,np,np,--,--,np,--,--,--,nn,--,nn,--
*_SCFLD1811_1231034,<nnxnp>,--,--,np,--,--,nn,--,--,--,nn,--,np,--,np,--,nn,np,np,np,--,--,nn,--,--,np,nn,nn,--,np,--,np,--,--,nn,nn,nn,np,--,--,--,nn,--,np,np,--,--,--,nn,nn,np,nn,nn,--,np,np,np,--,nn,np,--,--,np,nn,np,--,np,nn,np,--,--,nn,nn,nn,--,--,--,nn,nn,np,np,--,--,--,--,--,--,nn,--,nn,np
*_SCFLD1811_1231043,<nnxnp>,--,--,np,--,--,--,--,--,--,nn,--,np,--,np,--,nn,np,np,np,--,--,nn,--,--,np,nn,nn,--,np,--,np,--,--,nn,nn,nn,np,--,--,--,nn,--,np,np,--,--,--,nn,nn,np,nn,--,nn,--,np,np,--,nn,np,--,--,np,nn,np,--,np,nn,np,--,--,nn,nn,nn,--,--,--,nn,nn,np,np,--,--,np,--,--,--,nn,--,nn,np
*_SCFLD1811_1250019,<nnxnp>,--,nn,np,--,np,--,--,--,nn,--,--,np,--,np,--,--,np,np,np,--,--,nn,--,--,--,nn,nn,--,np,nn,np,np,--,--,--,nn,--,nn,nn,--,nn,np,--,--,--,np,np,--,nn,np,nn,--,nn,np,--,--,--,--,np,np,nn,np,nn,--,--,np,--,np,--,--,nn,nn,nn,--,--,--,nn,--,--,np,--,--,--,--,np,np,nn,--,nn,--
*_SCFLD1811_1250137,<nnxnp>,--,nn,--,--,np,nn,nn,np,--,nn,nn,np,--,np,--,nn,--,np,--,np,nn,--,nn,--,--,nn,nn,nn,--,nn,--,--,nn,--,nn,nn,np,nn,--,--,--,--,np,--,np,np,--,--,nn,np,nn,nn,nn,--,np,np,--,nn,--,np,nn,np,nn,--,--,np,nn,--,np,--,nn,nn,nn,--,--,nn,--,nn,np,--,--,--,np,nn,--,--,nn,nn,nn,np
*_SCFLD1811_1474820,<hkxhk>,--,hk,--,--,--,--,hk,--,--,hh,--,--,--,hk,--,hk,hk,hk,--,hk,hh,hk,hh,--,--,hk,hh,hk,kk,hh,--,--,--,--,hk,--,--,--,--,--,hh,kk,hk,--,--,hk,hk,--,--,hk,--,hk,--,hk,hk,hk,--,--,--,--,--,--,hk,--,hk,--,--,hk,kk,hh,hk,hk,--,--,--,hh,--,--,--,kk,--,--,--,hh,kk,--,hk,--,hk,--
*_SCFLD1811_1706253,<lmxll>,--,--,ll,--,ll,--,--,ll,--,--,--,--,--,lm,lm,ll,lm,lm,--,lm,lm,ll,lm,--,lm,ll,lm,--,ll,--,--,--,lm,--,ll,ll,--,ll,--,--,lm,ll,--,--,lm,lm,--,--,--,lm,--,--,--,--,--,--,ll,--,lm,ll,--,ll,--,ll,ll,--,--,lm,ll,--,--,ll,--,--,--,--,ll,--,lm,--,lm,--,--,lm,--,--,ll,lm,--,lm
*_SCFLD1811_1830532,<hkxhk>,hk,--,hh,--,hh,--,hk,hh,--,kk,--,hk,--,--,kk,--,hk,hk,hh,--,kk,hk,kk,--,hk,hk,--,hk,hh,kk,hh,--,kk,hk,hk,hk,hk,--,--,--,kk,hh,hk,hk,--,--,hk,--,kk,hk,hk,hk,hk,hk,hk,hh,--,--,hk,hk,--,hh,--,--,hh,hk,--,hk,hh,--,hk,hk,--,--,--,kk,hk,--,hk,hh,hk,--,--,kk,hh,--,hk,kk,hk,--
*_SCFLD1811_1953119,<hkxhk>,--,--,kk,--,kk,--,hk,--,--,hh,--,hk,--,hk,--,hk,--,hk,--,--,hh,hk,hh,hk,--,--,--,hk,--,--,kk,--,--,--,hk,hk,--,--,--,--,hh,kk,hk,hk,hk,--,hk,--,hh,hk,hk,--,--,--,hk,hk,--,--,--,--,--,kk,--,--,kk,hk,--,--,kk,--,hk,hk,hh,--,--,hh,hk,--,--,--,--,--,kk,hh,--,--,hk,hh,hk,hk
*_SCFLD1811_2254179,<hkxhk>,--,kk,hk,--,hk,--,kk,hk,--,hk,--,--,--,hh,--,kk,--,hh,hk,hh,--,kk,--,--,hh,kk,hk,--,hk,hk,hk,--,hk,--,kk,kk,hh,--,--,--,--,--,hh,hh,hh,hh,--,hk,--,hh,kk,kk,kk,hh,hh,hh,--,hk,hh,kk,--,hk,--,hk,hk,hh,kk,hh,hk,hk,kk,kk,hk,--,--,hk,kk,--,hh,--,--,--,--,--,--,--,kk,--,--,--
*_SCFLD1811_2254223,<nnxnp>,--,nn,np,--,np,--,--,--,--,nn,--,--,--,np,--,nn,--,np,np,np,--,nn,--,--,np,--,nn,--,np,--,--,--,nn,--,nn,nn,np,--,--,--,--,--,np,np,--,np,--,nn,nn,np,nn,nn,nn,np,np,--,--,--,np,--,--,np,--,np,np,np,nn,--,np,nn,--,nn,--,--,--,nn,nn,--,np,--,--,--,--,--,--,--,nn,--,--,--
*_SCFLD1811_2360232,<lmxll>,lm,--,lm,--,lm,--,lm,--,ll,ll,--,--,--,--,--,ll,--,--,lm,ll,--,lm,--,--,--,lm,--,--,lm,ll,lm,--,ll,lm,lm,--,--,lm,--,--,--,lm,ll,--,ll,ll,ll,--,ll,--,lm,--,lm,--,ll,ll,--,--,--,lm,--,lm,--,--,--,ll,lm,--,--,ll,ll,lm,ll,--,--,ll,lm,--,ll,lm,ll,--,lm,--,--,lm,lm,ll,lm,ll
*_SCFLD1811_2360253,<lmxll>,lm,--,lm,--,lm,--,lm,--,ll,ll,--,--,--,--,--,--,--,--,lm,ll,--,lm,--,--,--,lm,--,--,lm,--,--,--,ll,lm,lm,--,--,lm,--,--,--,lm,ll,--,ll,ll,ll,--,ll,--,lm,--,lm,--,ll,ll,--,--,--,lm,--,lm,--,--,--,ll,lm,--,--,ll,ll,lm,ll,--,--,ll,lm,--,ll,lm,ll,--,lm,--,--,lm,lm,ll,lm,ll
*_SCFLD1811_2360265,<lmxll>,lm,--,lm,--,lm,--,lm,--,ll,ll,--,--,--,--,--,--,--,--,lm,ll,--,lm,--,--,--,lm,--,--,lm,--,--,--,--,--,lm,--,--,lm,--,--,--,lm,ll,--,ll,ll,ll,--,ll,--,lm,--,lm,--,ll,--,--,--,--,lm,--,lm,--,--,--,ll,lm,--,--,ll,ll,lm,ll,--,--,ll,lm,--,ll,lm,ll,--,--,--,--,lm,lm,ll,lm,ll
*_SCFLD1811_2360386,<lmxll>,--,--,--,--,lm,--,--,--,--,ll,ll,ll,--,ll,--,lm,ll,ll,lm,ll,ll,lm,--,--,--,lm,ll,lm,lm,ll,lm,--,ll,--,lm,lm,--,lm,--,--,ll,--,ll,ll,ll,ll,ll,--,ll,ll,lm,--,--,--,--,--,--,--,ll,lm,ll,--,lm,--,lm,ll,--,--,lm,ll,lm,lm,ll,--,--,--,--,lm,ll,--,--,--,lm,ll,--,lm,lm,--,lm,ll
*_SCFLD1811_2360388,<lmxll>,lm,--,--,--,lm,--,--,--,--,ll,ll,ll,--,ll,--,lm,ll,ll,lm,ll,ll,lm,--,--,--,lm,ll,lm,lm,ll,lm,--,ll,--,lm,lm,--,lm,--,--,ll,--,ll,ll,ll,ll,ll,--,ll,ll,lm,--,--,--,--,--,--,--,ll,lm,ll,--,lm,--,lm,ll,--,--,lm,ll,lm,lm,ll,--,--,--,--,lm,ll,--,--,--,lm,ll,lm,lm,lm,--,lm,ll
*_SCFLD1811_2401729,<nnxnp>,nn,--,--,--,np,--,--,--,--,nn,--,--,--,np,--,nn,np,np,np,--,nn,nn,nn,np,np,nn,--,--,np,--,np,--,nn,nn,nn,--,np,--,--,nn,nn,np,--,--,np,np,np,nn,nn,np,nn,--,--,np,np,np,--,nn,--,nn,nn,np,nn,np,np,np,nn,np,np,--,nn,np,nn,--,--,nn,nn,nn,np,--,--,--,np,--,--,--,--,--,nn,np
*_SCFLD1811_2401746,<nnxnp>,nn,--,--,--,np,--,--,--,--,nn,--,--,--,np,--,nn,np,np,np,--,nn,nn,nn,np,np,nn,nn,--,np,nn,np,--,nn,nn,nn,--,np,--,--,nn,nn,np,--,np,np,np,np,nn,nn,np,nn,--,nn,np,np,np,--,nn,--,nn,nn,np,nn,np,np,np,nn,np,np,--,nn,np,nn,--,--,nn,nn,nn,np,--,np,--,np,--,--,--,--,--,nn,np
*_SCFLD1811_2510136,<lmxll>,--,--,ll,--,--,--,ll,--,lm,lm,--,lm,--,--,lm,--,lm,--,ll,lm,lm,ll,lm,--,--,--,lm,--,ll,lm,--,--,--,--,ll,--,--,ll,--,--,lm,ll,lm,--,lm,lm,--,--,lm,lm,ll,ll,--,--,lm,--,--,--,--,--,lm,ll,ll,--,--,lm,ll,lm,--,--,--,--,lm,--,ll,lm,--,ll,lm,--,--,--,ll,lm,--,ll,ll,lm,ll,lm
*_SCFLD1811_2594444,<nnxnp>,--,np,--,--,--,--,--,--,--,np,nn,nn,--,nn,--,--,nn,nn,nn,nn,np,np,--,--,nn,np,np,np,nn,--,--,--,--,--,--,--,nn,--,--,--,np,nn,--,nn,--,--,nn,np,--,nn,--,np,np,nn,nn,--,--,--,--,np,--,--,np,--,--,nn,np,--,nn,--,--,nn,np,--,--,--,--,np,nn,--,--,--,nn,--,--,--,np,np,np,--
*_SCFLD1811_2594578,<nnxnp>,--,--,--,--,nn,np,--,nn,--,--,--,--,--,nn,--,--,nn,nn,nn,nn,--,--,np,--,nn,np,np,--,--,np,--,--,--,np,np,np,--,--,--,--,--,--,--,--,nn,nn,--,np,--,nn,np,--,--,nn,--,nn,--,np,--,--,np,nn,np,nn,nn,--,np,--,nn,--,np,nn,--,--,--,np,np,np,nn,nn,--,--,nn,--,nn,nn,np,np,np,nn
*_SCFLD1811_2605312,<hkxhk>,--,--,--,--,hk,hk,kk,--,hk,hk,--,hh,--,hh,--,--,hh,hh,hk,hh,hk,kk,--,--,--,kk,--,kk,hk,hk,--,--,--,--,kk,kk,--,kk,--,hk,hk,--,--,--,hh,hh,hh,hk,--,hh,kk,kk,--,hh,--,--,--,--,hh,kk,hk,hk,--,hk,hk,hh,kk,hh,hk,--,--,hk,--,--,--,hk,--,kk,hh,--,--,--,hk,hk,--,hk,--,--,kk,hh
*_SCFLD1811_2605441,<hkxhk>,--,kk,hk,--,hk,--,kk,hk,--,--,--,hh,--,hh,--,kk,hh,--,hk,--,--,kk,hk,--,--,--,hk,kk,--,hk,--,--,hk,kk,kk,kk,hh,--,--,--,hk,--,--,hh,hh,hh,hh,hk,--,hh,--,kk,--,--,hh,hh,hk,hh,hh,kk,hk,hk,kk,hk,--,hh,kk,--,hk,--,kk,hk,hk,--,--,hk,kk,kk,hh,--,hh,--,hk,--,hk,--,kk,--,kk,hh
*_SCFLD1811_2628394,<nnxnp>,np,--,--,--,--,--,np,nn,--,np,--,--,--,--,--,--,nn,nn,nn,--,np,--,np,nn,nn,--,np,np,--,np,nn,--,--,--,--,np,nn,--,--,--,np,nn,nn,nn,--,--,--,--,np,nn,np,--,np,--,--,nn,--,--,nn,--,np,nn,--,nn,--,nn,--,--,nn,np,np,nn,np,--,--,--,--,--,nn,--,--,--,nn,--,nn,nn,np,--,np,--
*_SCFLD1811_2628404,<nnxnp>,np,--,--,--,--,--,np,nn,--,np,--,--,--,--,--,--,nn,--,nn,--,np,--,np,nn,nn,np,np,np,--,np,nn,--,--,--,--,np,nn,--,--,--,np,nn,nn,nn,--,--,--,--,np,nn,np,--,np,--,--,nn,--,--,nn,--,--,--,--,nn,nn,nn,--,--,--,np,np,nn,np,--,--,--,--,--,nn,--,--,--,nn,--,nn,nn,np,--,np,--
*_SCFLD1811_2628461,<nnxnp>,--,np,nn,--,nn,--,--,nn,--,--,--,--,--,nn,--,np,--,--,--,--,--,np,np,--,nn,np,--,np,nn,np,--,--,np,np,--,--,--,--,--,--,np,nn,nn,--,nn,nn,nn,np,np,nn,np,np,--,nn,nn,nn,--,--,--,np,--,nn,np,nn,nn,nn,np,--,nn,--,--,nn,np,--,--,np,np,--,nn,nn,nn,--,nn,--,nn,--,np,--,np,--
*_SCFLD1811_2628471,<nnxnp>,--,np,nn,--,nn,--,--,nn,--,--,--,--,--,nn,--,np,--,--,--,--,--,np,np,--,nn,np,--,np,nn,np,--,--,np,np,--,--,--,--,--,--,np,nn,nn,--,nn,nn,nn,np,np,nn,np,np,--,nn,nn,nn,--,--,--,np,--,nn,np,nn,nn,nn,np,--,nn,--,--,nn,np,--,--,np,np,--,nn,nn,nn,--,nn,--,nn,--,np,--,np,nn
*_SCFLD1811_2628488,<nnxnp>,--,np,nn,--,nn,--,--,nn,--,--,--,--,--,nn,--,np,--,--,nn,--,--,np,np,--,nn,np,--,np,--,np,--,--,np,np,--,--,nn,--,--,--,np,nn,nn,--,nn,nn,nn,np,np,nn,np,np,np,nn,nn,nn,--,--,--,np,--,nn,np,nn,nn,nn,np,--,nn,--,--,nn,np,--,--,np,np,--,nn,nn,nn,--,nn,--,nn,nn,np,np,np,nn
*_SCFLD1811_2628517,<nnxnp>,--,np,nn,--,nn,--,np,nn,--,--,--,--,--,nn,--,np,--,--,nn,--,--,np,np,--,nn,np,--,np,nn,np,--,--,np,np,--,np,nn,--,--,--,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,nn,nn,nn,--,nn,np,--,nn,np,nn,nn,nn,np,--,nn,--,--,nn,np,--,--,np,np,np,nn,nn,nn,--,nn,--,nn,nn,np,--,np,nn
*_SCFLD1811_2678328,<lmxll>,ll,--,ll,--,ll,--,ll,--,--,lm,--,lm,--,lm,lm,ll,lm,lm,--,--,--,--,--,--,--,ll,lm,--,ll,--,ll,--,lm,--,--,ll,lm,ll,--,--,lm,--,lm,--,--,lm,lm,lm,lm,lm,ll,ll,ll,--,lm,--,--,lm,lm,ll,lm,--,ll,--,--,--,--,--,--,lm,--,ll,--,ll,ll,lm,ll,--,--,--,--,--,ll,lm,--,ll,ll,--,ll,--
*_SCFLD1811_2678354,<lmxll>,ll,--,ll,--,ll,--,ll,--,--,lm,lm,lm,--,lm,lm,ll,lm,lm,--,--,--,--,--,--,--,ll,lm,ll,ll,--,ll,--,lm,--,--,ll,lm,ll,ll,--,lm,--,lm,--,--,lm,lm,lm,lm,lm,ll,ll,ll,--,lm,--,--,lm,lm,ll,lm,ll,ll,--,--,lm,--,--,--,lm,--,ll,--,ll,ll,lm,ll,--,--,--,--,--,ll,lm,ll,ll,ll,--,ll,--
*_SCFLD1811_2678388,<lmxll>,ll,--,ll,--,ll,--,ll,--,--,lm,lm,--,ll,lm,lm,ll,lm,lm,ll,--,--,ll,--,--,--,ll,lm,--,ll,--,ll,--,lm,--,--,ll,lm,ll,ll,--,lm,--,lm,--,lm,lm,lm,lm,lm,lm,ll,ll,ll,--,lm,--,ll,lm,lm,ll,lm,ll,ll,ll,--,lm,--,--,--,lm,--,ll,--,ll,ll,lm,ll,--,lm,ll,--,--,ll,lm,ll,ll,ll,--,ll,--
*_SCFLD1811_2678408,<lmxll>,ll,--,ll,--,ll,--,ll,--,--,lm,lm,--,ll,lm,lm,ll,lm,lm,ll,--,--,ll,--,--,--,ll,lm,ll,ll,--,ll,--,lm,--,--,ll,lm,ll,ll,--,lm,--,lm,--,lm,lm,lm,lm,lm,lm,ll,ll,ll,--,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,--,--,--,lm,--,ll,--,ll,ll,lm,ll,--,lm,ll,--,--,ll,lm,ll,ll,ll,--,ll,--
*_SCFLD1811_2702924,<nnxnp>,nn,nn,np,--,--,--,--,np,--,nn,--,np,--,np,--,nn,np,np,nn,--,--,nn,nn,--,np,nn,nn,nn,np,nn,np,np,nn,--,nn,nn,np,nn,--,--,nn,np,--,np,np,np,np,--,--,--,nn,nn,nn,--,--,np,--,--,np,--,nn,np,nn,np,np,--,nn,np,np,nn,--,np,nn,--,--,nn,nn,--,--,--,np,--,np,--,--,--,--,--,nn,np
*_SCFLD1811_2713876,<nnxnp>,--,np,nn,--,nn,--,--,--,--,np,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,np,--,--,nn,np,np,--,nn,np,nn,nn,np,--,np,--,nn,--,--,--,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,--,np,nn,nn,nn,--,--,nn,np,np,nn,--,nn,nn,nn,--,nn,nn,--,np,nn,--,--,--,--,np,--,--,nn,nn,--,--,np,nn,--,np,np,np,nn
