V1,V2,V3
*_SCFLD9903_308918,<nnxnp>,nn,nn,--,--,np,--,nn,np,nn,nn,nn,nn,--,nn,--,np,--,np,nn,--,np,nn,np,--,nn,np,nn,np,--,--,np,--,np,np,--,nn,np,nn,--,--,--,np,np,nn,--,nn,np,--,np,nn,nn,--,np,nn,nn,--,np,np,np,np,np,nn,--,nn,--,np,--,nn,--,--,nn,np,nn,np,--,nn,--,np,np,--,--,--,--,--,--,nn,--,np,np,np
*_SCFLD9903_308931,<nnxnp>,nn,nn,--,--,--,--,nn,np,nn,--,nn,nn,--,nn,--,--,--,np,nn,--,np,nn,np,--,nn,np,nn,np,--,--,np,--,np,np,--,nn,np,nn,--,--,--,np,np,nn,--,nn,np,--,np,--,nn,--,np,nn,nn,--,np,np,np,np,np,nn,--,nn,--,np,--,nn,--,--,nn,np,nn,np,--,nn,--,np,np,--,--,--,--,--,--,--,--,np,np,np
*_SCFLD9903_308959,<lmxll>,lm,ll,--,--,--,--,--,ll,--,--,ll,lm,--,ll,--,--,--,--,lm,--,--,ll,lm,--,lm,ll,ll,lm,--,--,lm,--,lm,ll,--,ll,ll,ll,--,--,--,lm,lm,lm,--,ll,lm,ll,ll,ll,lm,--,ll,lm,--,--,ll,ll,lm,ll,ll,ll,--,lm,ll,ll,--,lm,--,--,--,lm,lm,lm,--,lm,ll,ll,ll,ll,--,--,--,--,--,--,--,lm,lm,lm
*_SCFLD9903_309078,<hkxhk>,--,--,--,--,--,--,--,--,--,hk,hh,hk,--,hh,--,kk,--,kk,--,--,hk,hh,kk,--,--,hk,hh,kk,kk,--,kk,--,kk,--,kk,hh,--,--,--,--,hk,--,kk,hk,kk,hh,kk,hh,--,hh,hk,--,hk,hk,--,--,--,hk,kk,--,hk,hh,hh,--,--,hk,hh,--,hk,--,--,kk,--,kk,--,hk,hk,hk,hk,--,hk,--,hk,--,--,--,--,--,kk,--
*_SCFLD9903_322924,<lmxll>,--,--,--,--,lm,--,--,ll,--,lm,ll,lm,lm,ll,--,lm,ll,--,lm,lm,ll,ll,--,--,--,ll,ll,lm,lm,ll,lm,--,lm,--,--,ll,ll,ll,--,--,lm,--,--,lm,--,ll,lm,--,ll,ll,lm,lm,ll,lm,--,lm,--,ll,--,ll,--,ll,ll,--,ll,ll,ll,lm,lm,lm,--,--,--,--,--,--,--,--,--,--,--,--,lm,lm,lm,--,--,--,lm,--
*_SCFLD9903_322938,<lmxll>,lm,--,lm,--,lm,--,--,ll,--,lm,ll,lm,lm,ll,--,lm,ll,lm,lm,lm,ll,ll,--,--,--,ll,ll,lm,lm,ll,lm,--,lm,--,--,ll,ll,ll,--,--,lm,--,--,lm,--,ll,lm,ll,ll,ll,lm,lm,ll,lm,--,lm,--,ll,--,ll,ll,ll,ll,--,ll,ll,ll,lm,lm,lm,lm,lm,--,lm,--,lm,--,--,ll,--,ll,--,lm,lm,lm,--,--,lm,lm,--
*_SCFLD9903_322960,<lmxll>,lm,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,lm,ll,--,lm,ll,lm,lm,lm,ll,ll,--,--,--,ll,ll,lm,lm,ll,lm,--,lm,--,--,ll,ll,ll,--,--,lm,--,--,lm,--,ll,lm,ll,ll,ll,lm,lm,ll,lm,--,lm,--,ll,--,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,--,lm,--,--,ll,--,ll,--,lm,lm,lm,--,lm,lm,lm,--
*_SCFLD9903_342485,<hkxhk>,--,--,kk,--,kk,--,hh,hk,hk,--,hh,--,--,hh,--,--,hh,kk,hk,--,hk,--,--,--,--,hk,--,--,kk,hh,kk,--,--,hk,kk,hh,--,--,--,--,--,--,--,hk,kk,hh,--,hh,--,hh,hk,kk,--,hk,--,--,--,--,kk,--,--,--,hh,--,hk,hk,hh,--,hk,hk,kk,kk,--,--,--,hk,hk,--,hk,--,--,--,--,--,--,--,kk,--,kk,kk
*_SCFLD9903_342547,<lmxll>,--,--,--,--,lm,--,--,ll,--,lm,--,lm,--,ll,--,lm,--,lm,lm,--,--,ll,--,--,lm,--,ll,lm,lm,ll,--,lm,lm,--,--,ll,ll,--,--,--,lm,lm,lm,--,lm,--,--,--,ll,ll,lm,lm,ll,lm,--,lm,--,ll,lm,ll,ll,ll,ll,--,ll,--,--,--,ll,--,--,lm,lm,--,--,lm,--,--,ll,--,--,--,lm,--,--,--,--,lm,lm,--
*_SCFLD9903_342552,<lmxll>,--,--,--,--,lm,--,--,ll,--,lm,--,lm,--,ll,--,lm,--,lm,lm,--,--,ll,--,--,lm,--,ll,lm,lm,ll,--,lm,lm,--,--,ll,ll,--,--,--,lm,lm,lm,--,lm,--,--,--,ll,ll,lm,lm,ll,lm,--,lm,--,ll,lm,ll,ll,ll,ll,lm,ll,--,--,--,ll,--,--,lm,lm,--,--,lm,--,--,ll,--,--,--,lm,--,--,--,--,lm,lm,--
*_SCFLD9903_342599,<nnxnp>,np,np,nn,--,nn,--,--,nn,--,np,np,np,--,np,--,nn,np,nn,np,--,--,np,--,--,np,--,np,nn,nn,np,--,nn,nn,--,nn,np,nn,--,--,--,np,nn,nn,--,nn,--,--,--,nn,np,np,nn,nn,np,--,np,--,nn,nn,nn,nn,np,np,np,nn,--,--,np,np,--,--,nn,np,--,--,np,--,--,nn,--,--,--,np,np,--,--,--,nn,nn,--
*_SCFLD9903_364669,<lmxll>,--,--,lm,--,--,ll,--,ll,--,lm,ll,--,--,ll,--,lm,ll,--,lm,--,ll,ll,lm,--,--,--,ll,--,--,--,--,--,lm,ll,lm,ll,ll,--,--,--,--,lm,lm,lm,--,ll,--,ll,ll,ll,--,--,--,--,lm,--,--,--,lm,ll,ll,--,ll,lm,ll,ll,ll,lm,lm,--,--,lm,--,lm,--,lm,ll,ll,ll,--,--,--,--,lm,--,ll,--,--,lm,lm
*_SCFLD9903_364673,<lmxll>,--,--,lm,--,--,ll,--,ll,--,lm,ll,--,--,ll,--,lm,ll,--,lm,--,ll,ll,lm,--,--,--,ll,--,--,--,--,--,lm,ll,lm,ll,ll,--,--,--,--,lm,lm,lm,--,ll,--,ll,ll,ll,--,--,--,--,lm,--,--,--,lm,ll,ll,--,ll,lm,ll,ll,ll,lm,--,--,--,lm,--,lm,--,lm,ll,ll,ll,--,--,--,--,lm,--,ll,--,--,lm,lm
*_SCFLD9903_364681,<lmxll>,--,ll,lm,--,--,ll,--,ll,--,lm,ll,--,--,ll,--,lm,ll,lm,lm,--,ll,ll,lm,--,--,--,ll,--,--,ll,--,--,lm,ll,lm,ll,ll,--,--,lm,--,lm,lm,lm,--,ll,--,ll,ll,ll,--,--,--,--,lm,--,--,--,lm,ll,ll,--,ll,lm,ll,ll,ll,lm,--,--,--,lm,--,lm,--,lm,ll,ll,ll,--,--,--,--,lm,lm,ll,--,--,lm,lm
*_SCFLD9903_393653,<lmxll>,ll,lm,ll,--,ll,--,--,lm,ll,ll,lm,ll,--,lm,--,--,lm,ll,--,ll,lm,--,ll,--,ll,lm,lm,ll,ll,lm,ll,--,ll,--,ll,--,lm,lm,--,--,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,--,--,lm,--,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,--,ll,--,--,--,ll,lm,--,lm,lm,ll,--,--,--,ll,lm,ll,--,ll,ll
*_SCFLD9903_525333,<nnxnp>,--,nn,--,--,--,--,--,np,nn,nn,--,nn,--,nn,--,--,nn,--,nn,nn,np,nn,--,--,nn,np,nn,np,--,nn,--,--,--,--,np,nn,nn,nn,--,--,nn,--,np,--,--,nn,--,nn,np,nn,--,--,np,nn,--,nn,--,--,--,--,np,nn,nn,nn,np,np,--,--,nn,nn,np,np,--,--,--,--,--,np,--,--,nn,--,nn,--,--,--,np,np,np,--
*_SCFLD9903_662140,<lmxll>,--,lm,ll,--,ll,--,--,--,--,--,lm,--,--,lm,--,ll,lm,ll,ll,--,lm,--,--,--,--,--,lm,ll,ll,lm,ll,--,--,--,ll,lm,lm,lm,--,--,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,--,lm,ll,--,ll,--,lm,ll,--,lm,lm,lm,--,lm,--,lm,ll,ll,--,--,ll,ll,--,lm,ll,lm,lm,lm,--,ll,--,ll,ll,--,--,ll,ll,ll,ll
*_SCFLD9903_662194,<lmxll>,--,lm,--,--,ll,--,--,--,--,--,--,--,--,lm,--,ll,lm,ll,ll,--,lm,--,--,--,--,--,lm,ll,--,--,--,--,--,--,ll,lm,lm,--,--,--,ll,--,--,ll,ll,lm,ll,lm,--,lm,ll,--,lm,ll,--,ll,--,--,ll,--,lm,lm,lm,--,--,--,lm,ll,ll,--,--,ll,--,--,--,ll,lm,lm,lm,--,ll,--,ll,--,--,lm,ll,ll,ll,ll
*_SCFLD9903_708881,<nnxnp>,--,np,nn,--,nn,--,--,--,np,np,--,np,--,np,nn,nn,--,nn,--,--,--,np,--,--,--,nn,np,--,nn,--,nn,nn,--,--,--,--,nn,np,--,--,--,nn,nn,np,--,np,nn,np,nn,np,np,nn,nn,np,--,np,--,--,--,nn,nn,np,np,--,--,nn,--,np,--,--,--,nn,np,nn,--,np,--,--,--,--,np,--,--,np,--,--,nn,--,nn,nn
*_SCFLD9903_708917,<nnxnp>,--,np,nn,--,nn,--,--,--,np,--,--,np,--,np,--,nn,--,nn,--,--,--,np,--,--,--,nn,np,--,nn,--,nn,nn,--,--,--,--,nn,np,--,--,--,nn,nn,np,--,np,nn,np,nn,np,np,--,nn,np,--,np,--,--,--,nn,--,np,np,--,--,nn,--,np,--,--,--,nn,np,nn,--,np,--,--,--,--,np,--,--,np,--,--,nn,--,nn,nn
*_SCFLD9903_891454,<lmxll>,--,--,--,--,--,--,--,lm,--,ll,--,ll,--,lm,--,--,lm,--,--,--,lm,lm,--,--,ll,lm,lm,ll,--,--,ll,--,ll,--,ll,lm,lm,lm,--,--,ll,ll,--,--,ll,lm,--,lm,--,lm,ll,ll,lm,ll,ll,--,--,--,ll,--,--,lm,lm,--,--,--,--,ll,ll,--,ll,ll,--,--,--,--,--,--,lm,--,--,--,ll,--,ll,--,ll,--,ll,--
*_SCFLD9903_891464,<lmxll>,--,--,--,--,--,--,--,lm,--,ll,--,ll,--,lm,--,--,lm,--,ll,--,lm,lm,ll,--,ll,lm,lm,ll,--,--,ll,--,ll,--,ll,lm,lm,lm,--,--,ll,ll,ll,--,ll,lm,--,lm,--,lm,ll,ll,lm,ll,ll,--,--,--,ll,--,--,lm,lm,--,--,--,--,ll,ll,--,ll,ll,--,--,--,--,--,--,lm,--,--,--,ll,--,ll,--,ll,--,ll,--
*_SCFLD9903_891496,<lmxll>,--,lm,--,--,--,--,lm,lm,--,ll,--,ll,--,lm,--,--,lm,--,ll,ll,lm,lm,ll,--,ll,lm,lm,ll,--,--,ll,--,ll,--,ll,lm,lm,lm,--,--,ll,ll,ll,--,ll,lm,--,lm,--,--,ll,ll,lm,ll,ll,--,--,--,ll,--,lm,lm,lm,--,--,lm,lm,ll,ll,--,ll,ll,--,--,--,--,--,--,lm,lm,--,--,ll,--,ll,--,ll,--,ll,--
*_SCFLD9903_994476,<lmxll>,--,lm,--,--,--,--,--,lm,--,ll,--,ll,ll,lm,--,ll,--,--,--,ll,--,lm,--,--,ll,--,--,ll,--,lm,ll,ll,--,--,--,--,lm,lm,--,--,ll,ll,ll,ll,--,lm,ll,lm,lm,lm,--,ll,lm,--,--,--,--,--,ll,lm,lm,lm,lm,ll,--,--,lm,--,ll,--,--,ll,ll,--,--,ll,--,--,--,--,--,--,--,--,ll,--,ll,--,ll,--
*_SCFLD9903_994511,<lmxll>,--,lm,ll,--,--,--,--,lm,--,ll,--,ll,ll,lm,--,ll,--,--,--,ll,--,lm,--,--,ll,--,lm,ll,--,lm,ll,ll,--,--,--,--,lm,lm,--,--,ll,ll,ll,ll,--,lm,ll,lm,lm,lm,--,ll,lm,--,ll,--,lm,--,ll,lm,lm,lm,lm,ll,--,--,lm,--,ll,--,--,ll,ll,--,--,ll,lm,lm,--,--,--,--,--,--,ll,--,--,ll,ll,--
*_SCFLD9903_994519,<lmxll>,ll,lm,ll,--,--,--,--,lm,--,ll,--,ll,ll,lm,--,ll,--,--,--,ll,--,lm,ll,--,ll,--,lm,ll,--,lm,ll,ll,--,--,--,--,lm,lm,--,--,ll,ll,ll,ll,--,lm,ll,lm,lm,lm,--,ll,lm,ll,ll,--,lm,lm,ll,lm,lm,lm,lm,ll,--,--,lm,ll,ll,--,--,ll,ll,--,--,ll,lm,lm,--,--,--,--,--,ll,ll,--,ll,ll,ll,--
*_SCFLD9903_1023543,<lmxll>,--,--,--,--,--,--,lm,--,--,ll,--,--,--,--,--,--,lm,--,ll,ll,lm,--,--,--,ll,lm,lm,ll,ll,--,ll,--,--,--,--,--,--,--,--,ll,ll,--,--,--,ll,lm,ll,lm,lm,lm,ll,--,--,--,ll,--,--,--,--,lm,lm,lm,--,--,lm,lm,lm,ll,ll,--,--,ll,ll,--,--,--,lm,lm,lm,--,ll,--,--,--,--,--,ll,ll,ll,ll
*_SCFLD9903_1089747,<lmxll>,ll,--,ll,--,ll,--,lm,lm,--,ll,--,ll,--,lm,lm,ll,lm,ll,ll,ll,lm,--,ll,--,ll,lm,lm,ll,--,lm,--,ll,ll,lm,--,lm,lm,lm,--,--,ll,ll,ll,ll,ll,lm,ll,--,lm,lm,ll,--,lm,ll,--,ll,--,ll,ll,lm,lm,lm,lm,ll,--,lm,lm,ll,ll,ll,ll,ll,--,ll,--,ll,--,lm,lm,lm,ll,ll,--,--,ll,--,--,--,ll,ll
*_SCFLD9903_1127806,<lmxll>,ll,--,--,--,--,--,--,lm,--,--,lm,ll,--,lm,--,ll,lm,--,ll,--,lm,lm,ll,--,--,--,lm,ll,ll,--,--,--,ll,--,ll,lm,--,--,--,--,--,--,ll,ll,--,lm,ll,--,--,lm,--,ll,lm,ll,--,--,--,--,ll,--,lm,lm,lm,ll,lm,lm,lm,ll,--,ll,ll,ll,ll,ll,--,ll,lm,lm,lm,--,--,--,ll,ll,ll,--,ll,--,ll,--
*_SCFLD9903_1127827,<lmxll>,ll,--,--,--,--,--,--,lm,--,--,lm,ll,--,lm,--,ll,lm,--,ll,--,lm,lm,ll,--,--,--,lm,ll,ll,--,--,--,ll,--,ll,lm,--,--,--,--,--,ll,ll,ll,--,lm,--,--,--,lm,--,ll,lm,ll,--,--,--,--,--,--,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,--,ll,lm,lm,lm,--,--,--,ll,--,ll,--,ll,--,ll,--
*_SCFLD9903_1261526,<hkxhk>,--,kk,hh,--,--,--,kk,--,--,--,--,--,hk,kk,--,hh,kk,hh,--,hk,hk,kk,--,--,hk,hk,kk,hh,hh,kk,hh,--,hh,--,--,kk,--,--,--,--,hk,--,hh,hk,hh,kk,--,kk,hk,kk,hk,hh,hk,hk,hk,--,--,--,hh,hk,hk,kk,--,hk,--,--,--,--,hk,--,--,hh,--,--,--,hk,hk,--,--,--,hk,--,--,--,hk,hk,--,--,hh,hh
*_SCFLD9903_1261663,<hkxhk>,--,--,hh,--,hh,--,--,--,hk,hk,--,hk,--,kk,--,hh,kk,hh,hk,hk,hk,kk,hh,--,--,hk,kk,hh,hh,--,hh,--,hh,--,--,kk,hk,--,--,--,--,hh,hh,--,hh,--,hh,kk,--,kk,hk,--,hk,hk,--,--,--,--,hh,hk,--,kk,kk,hk,hk,--,--,hk,hk,hk,--,hh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,hh,--,hh,--
*_SCFLD9903_1418083,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,ll,ll,lm,ll,--,lm,lm,--,ll,lm,--,lm,ll,ll,--,lm,--,--,--,lm,ll,lm,ll,ll,ll,--,--,lm,lm,lm,--,lm,ll,lm,--,ll,ll,lm,lm,ll,lm,--,lm,ll,--,lm,ll,ll,ll,ll,--,ll,ll,ll,lm,lm,--,lm,lm,lm,--,--,lm,ll,--,ll,ll,--,--,lm,lm,lm,--,lm,lm,lm,lm
*_SCFLD9903_1418115,<lmxll>,--,--,lm,--,--,--,ll,ll,--,--,ll,lm,--,ll,ll,lm,ll,--,lm,lm,--,ll,lm,--,lm,ll,ll,--,lm,--,--,--,lm,ll,lm,ll,ll,ll,--,--,lm,lm,lm,--,lm,ll,lm,--,ll,ll,lm,lm,ll,lm,--,lm,ll,--,lm,ll,ll,ll,ll,--,ll,ll,ll,lm,lm,--,lm,lm,--,lm,--,lm,ll,--,ll,ll,--,--,lm,lm,lm,--,lm,lm,lm,lm
*_SCFLD9903_1418195,<lmxll>,--,--,lm,--,--,--,ll,ll,--,lm,ll,--,--,ll,--,lm,ll,lm,lm,--,ll,--,lm,--,--,ll,ll,--,lm,--,lm,--,--,ll,--,--,ll,ll,--,--,lm,--,--,lm,lm,ll,--,ll,--,--,--,--,ll,lm,lm,lm,--,ll,lm,--,ll,--,ll,--,--,ll,ll,lm,--,--,lm,lm,--,--,ll,lm,ll,ll,--,--,lm,--,lm,--,lm,--,--,lm,lm,--
*_SCFLD9903_1418255,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,ll,--,lm,ll,lm,lm,--,ll,--,lm,--,--,ll,ll,--,lm,--,lm,--,--,ll,--,--,ll,ll,lm,--,lm,lm,lm,lm,lm,ll,--,ll,ll,--,lm,--,ll,lm,lm,lm,--,ll,lm,ll,ll,ll,ll,--,ll,ll,ll,lm,--,lm,lm,lm,--,--,ll,lm,ll,ll,ll,--,lm,--,lm,lm,lm,--,lm,lm,lm,--
*_SCFLD9903_1479646,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,--,--,lm,--,lm,lm,--,--,ll,--,--,--,--,ll,lm,lm,--,lm,--,--,ll,lm,ll,ll,--,--,--,lm,lm,--,lm,lm,ll,lm,--,ll,ll,--,--,ll,lm,lm,lm,--,--,--,ll,--,ll,ll,lm,ll,ll,ll,lm,lm,--,--,lm,lm,--,--,lm,--,--,--,--,--,lm,lm,lm,lm,--,lm,--,lm,lm
*_SCFLD9903_1479659,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,ll,ll,--,--,lm,lm,--,--,ll,--,--,--,--,ll,--,--,--,lm,--,--,ll,--,ll,ll,--,--,--,--,--,--,lm,lm,ll,lm,--,ll,ll,--,--,ll,lm,lm,lm,--,--,--,ll,--,ll,ll,--,ll,ll,ll,--,lm,--,--,lm,lm,--,--,lm,--,--,--,--,--,lm,lm,lm,lm,ll,lm,--,lm,--
*_SCFLD9903_1479689,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,ll,ll,lm,--,lm,lm,--,--,ll,--,--,--,--,ll,--,lm,--,lm,--,--,ll,--,ll,ll,--,--,--,--,--,--,lm,lm,ll,lm,ll,ll,ll,--,--,ll,lm,lm,lm,--,--,--,ll,ll,ll,ll,--,ll,ll,ll,--,lm,--,--,lm,lm,--,--,lm,--,ll,--,--,--,lm,lm,lm,lm,ll,lm,--,lm,--
*_SCFLD9903_1479705,<lmxll>,--,--,lm,--,lm,--,ll,ll,--,lm,ll,lm,--,ll,ll,lm,ll,lm,lm,--,--,ll,--,--,--,ll,ll,lm,lm,--,lm,--,--,ll,--,ll,ll,--,--,--,--,--,--,lm,lm,ll,lm,ll,ll,ll,--,--,ll,lm,lm,lm,--,--,--,ll,ll,ll,ll,--,ll,ll,ll,--,lm,--,--,lm,lm,--,--,lm,--,ll,--,--,--,lm,lm,lm,lm,ll,lm,--,lm,--
*_SCFLD9903_1486606,<lmxll>,--,ll,lm,--,--,--,ll,--,lm,--,ll,lm,--,--,--,--,ll,--,--,lm,ll,ll,--,--,--,ll,ll,lm,lm,--,--,--,lm,--,lm,ll,ll,ll,--,lm,lm,lm,lm,--,lm,ll,--,--,--,ll,lm,lm,--,--,--,lm,--,--,lm,ll,ll,ll,--,lm,ll,--,--,--,lm,--,lm,lm,lm,--,--,lm,ll,ll,ll,--,lm,--,--,lm,--,--,lm,lm,lm,--
*_SCFLD9903_1555368,<nnxnp>,--,--,nn,--,--,--,np,nn,--,--,np,np,--,np,--,nn,np,nn,np,np,nn,np,--,--,np,nn,np,--,--,np,--,--,nn,--,nn,np,--,--,--,--,np,--,--,--,nn,np,nn,np,nn,np,--,nn,--,np,--,--,--,--,nn,nn,--,np,np,np,nn,nn,--,np,--,--,--,nn,--,--,--,--,nn,--,nn,--,--,np,np,np,np,--,nn,--,nn,nn
