V1,V2,V3
*_SCFLD9936_551203,<lmxll>,--,--,ll,--,lm,--,--,--,--,ll,--,lm,--,lm,lm,--,--,lm,--,--,--,--,ll,--,--,--,ll,--,ll,lm,lm,--,--,--,ll,ll,lm,--,--,--,ll,lm,--,lm,ll,ll,lm,ll,--,lm,--,--,lm,lm,lm,--,--,--,ll,ll,--,ll,--,lm,--,--,lm,ll,lm,--,ll,lm,--,--,--,ll,ll,lm,ll,--,--,--,--,--,--,--,--,--,ll,--
*_SCFLD9936_575838,<nnxnp>,--,--,--,--,--,--,--,np,np,--,np,--,--,np,--,nn,--,np,--,--,--,nn,--,--,--,np,np,--,nn,--,np,--,--,--,np,--,nn,nn,--,--,np,np,--,--,nn,nn,np,--,nn,nn,--,np,nn,nn,np,--,--,--,--,--,--,np,nn,nn,np,nn,--,--,np,--,nn,nn,--,--,--,nn,--,--,np,--,--,--,nn,nn,--,--,nn,nn,--,nn
*_SCFLD9936_575863,<nnxnp>,nn,--,--,--,nn,--,--,np,np,--,np,--,--,np,--,nn,nn,np,--,nn,--,nn,--,--,nn,np,np,--,nn,--,np,--,np,--,np,--,nn,nn,--,--,np,np,nn,--,nn,nn,np,--,nn,nn,--,np,nn,nn,np,--,--,--,--,--,--,np,nn,nn,np,nn,--,np,np,--,nn,nn,--,--,--,nn,--,--,np,--,nn,--,nn,nn,--,--,nn,nn,--,nn
*_SCFLD9936_609547,<nnxnp>,--,--,np,--,--,--,--,--,--,np,np,nn,--,--,--,nn,--,np,nn,--,nn,nn,--,--,--,np,--,nn,nn,--,--,--,--,--,--,--,nn,--,--,--,np,--,--,nn,nn,nn,np,np,nn,nn,np,--,nn,nn,np,--,--,--,np,nn,nn,np,nn,nn,np,nn,--,np,np,--,nn,nn,--,--,--,--,--,nn,np,np,nn,--,--,--,nn,--,nn,--,np,--
*_SCFLD9936_609563,<nnxnp>,--,--,np,--,--,--,--,--,--,np,np,nn,--,--,--,nn,--,np,nn,--,nn,nn,--,--,--,np,--,nn,nn,--,--,--,--,--,--,--,nn,--,--,--,np,--,--,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,--,--,--,np,nn,nn,np,nn,nn,np,nn,--,np,np,--,nn,nn,--,--,--,--,--,nn,np,np,nn,--,nn,--,nn,--,nn,--,np,--
*_SCFLD9936_609568,<nnxnp>,--,--,np,--,--,--,--,--,--,np,np,nn,--,--,--,nn,--,np,nn,--,nn,nn,--,--,--,np,--,nn,nn,--,--,--,--,--,np,--,nn,--,--,--,np,--,--,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,--,--,--,np,nn,nn,np,nn,nn,np,nn,--,np,np,--,nn,nn,--,--,--,--,nn,nn,np,np,nn,--,--,--,nn,--,nn,--,np,--
*_SCFLD9936_630800,<hkxhk>,--,hk,--,--,hh,--,hk,--,--,kk,--,--,--,hk,hk,hk,--,hk,hk,hk,--,hh,--,--,hk,kk,kk,hh,hk,--,hk,--,--,hk,kk,kk,hh,hk,--,--,kk,--,hh,hh,hk,hk,hk,--,hh,hh,hk,kk,hh,hh,hk,hh,kk,kk,--,hk,hk,kk,--,hh,kk,hh,hh,kk,hk,--,hk,hh,--,--,--,hk,hk,hh,--,kk,--,--,--,hh,hk,--,hh,--,kk,hk
*_SCFLD9936_630850,<lmxll>,--,--,--,--,ll,--,--,--,--,--,--,--,--,ll,ll,--,--,--,--,lm,--,--,--,--,lm,lm,lm,ll,lm,--,ll,--,--,--,lm,lm,--,lm,--,--,lm,--,ll,--,lm,lm,ll,--,ll,ll,ll,lm,ll,--,ll,--,lm,--,--,lm,lm,lm,--,ll,lm,--,ll,lm,ll,--,lm,ll,--,ll,--,lm,lm,ll,--,lm,--,--,--,ll,lm,--,ll,lm,lm,lm
*_SCFLD9936_677354,<lmxll>,--,ll,--,--,ll,--,ll,ll,--,--,lm,--,--,ll,--,lm,ll,--,lm,lm,lm,--,lm,--,--,lm,--,--,lm,ll,ll,--,--,--,lm,lm,ll,lm,--,--,lm,--,--,ll,lm,lm,ll,lm,--,ll,--,lm,--,ll,ll,ll,--,lm,lm,lm,--,--,ll,--,--,ll,--,--,ll,--,--,ll,lm,--,--,lm,lm,ll,--,--,ll,--,lm,ll,--,--,ll,lm,lm,lm
*_SCFLD9936_1031844,<lmxll>,ll,--,lm,--,ll,--,ll,lm,--,lm,--,--,--,ll,ll,lm,--,--,lm,--,--,ll,lm,--,--,lm,--,ll,lm,--,--,--,ll,--,lm,lm,ll,lm,--,--,lm,--,ll,--,lm,lm,ll,--,ll,ll,ll,--,--,--,--,--,--,--,--,lm,--,--,ll,ll,--,ll,--,lm,ll,--,lm,ll,lm,--,--,--,lm,--,--,--,--,--,--,--,--,--,ll,lm,lm,--
*_SCFLD9936_1031892,<lmxll>,ll,--,lm,--,ll,--,ll,lm,--,lm,--,ll,--,ll,ll,lm,--,--,lm,--,--,ll,lm,--,--,lm,--,ll,lm,ll,--,--,ll,--,lm,lm,ll,lm,--,--,lm,--,ll,--,lm,lm,ll,--,ll,ll,ll,--,ll,--,ll,ll,--,lm,--,lm,lm,lm,ll,ll,--,ll,--,lm,ll,--,lm,ll,lm,--,lm,--,lm,--,--,--,--,--,--,--,lm,lm,ll,lm,lm,--
*_SCFLD9936_1031906,<lmxll>,ll,ll,lm,--,ll,--,ll,lm,--,lm,--,ll,--,ll,ll,lm,--,--,lm,lm,--,ll,lm,--,--,lm,--,ll,lm,ll,--,--,ll,--,lm,lm,ll,lm,--,--,lm,--,ll,--,lm,lm,ll,--,ll,ll,ll,--,ll,ll,ll,ll,--,lm,--,lm,lm,lm,ll,ll,--,ll,--,lm,ll,--,lm,ll,lm,--,lm,lm,lm,--,lm,--,--,--,--,--,lm,lm,ll,lm,lm,--
*_SCFLD9936_1155268,<lmxll>,ll,ll,lm,--,--,ll,ll,--,--,lm,--,--,--,ll,ll,--,ll,ll,--,lm,--,ll,lm,--,lm,lm,lm,ll,lm,ll,ll,--,--,--,lm,--,ll,lm,--,--,lm,ll,ll,ll,lm,lm,ll,--,ll,ll,--,lm,ll,ll,--,--,--,--,--,lm,lm,lm,ll,--,lm,--,--,lm,ll,--,--,ll,lm,--,--,lm,--,ll,lm,lm,ll,--,lm,--,--,--,ll,--,--,lm
*_SCFLD9936_1167751,<lmxll>,ll,--,lm,--,ll,--,ll,--,ll,lm,lm,ll,--,ll,ll,--,ll,ll,lm,lm,--,ll,lm,--,--,lm,lm,ll,lm,--,ll,--,--,lm,lm,--,ll,lm,--,--,--,--,--,ll,lm,lm,ll,lm,ll,ll,ll,--,--,--,--,ll,--,lm,lm,lm,lm,lm,--,ll,lm,ll,--,--,ll,--,lm,ll,--,--,lm,lm,--,--,lm,--,--,--,lm,ll,--,--,ll,--,lm,--
*_SCFLD9936_1186320,<lmxll>,--,--,--,--,ll,--,ll,--,--,--,lm,ll,ll,ll,--,--,ll,--,lm,lm,lm,ll,--,--,lm,--,lm,--,--,--,ll,--,ll,--,lm,lm,--,--,--,--,lm,ll,--,--,lm,lm,ll,lm,--,ll,ll,lm,ll,ll,--,ll,--,--,lm,lm,lm,--,--,--,--,ll,ll,lm,ll,--,--,--,lm,--,--,--,lm,--,lm,--,ll,--,--,--,--,lm,ll,--,lm,--
*_SCFLD9936_1718413,<lmxll>,--,--,lm,--,--,ll,ll,--,--,--,--,--,--,ll,--,--,--,--,lm,--,lm,--,lm,--,--,--,lm,--,lm,ll,ll,--,--,lm,lm,lm,ll,--,--,--,lm,ll,ll,--,--,lm,ll,lm,ll,ll,ll,lm,ll,ll,--,ll,--,--,lm,lm,--,--,ll,ll,lm,ll,--,lm,ll,--,--,ll,--,--,lm,lm,lm,--,lm,--,ll,--,--,--,--,--,ll,--,lm,--
*_SCFLD9936_1769576,<lmxll>,ll,--,lm,--,ll,--,ll,--,--,lm,lm,--,ll,ll,ll,--,--,ll,lm,--,--,ll,--,--,lm,lm,lm,--,--,--,--,--,ll,--,lm,lm,--,--,--,--,--,ll,--,--,lm,lm,--,--,--,ll,ll,lm,ll,ll,ll,ll,--,--,--,lm,lm,lm,--,ll,--,ll,--,--,--,--,--,ll,lm,--,--,--,lm,--,lm,--,ll,--,lm,ll,--,lm,--,--,lm,--
*_SCFLD9936_1769583,<lmxll>,lm,--,ll,--,lm,--,lm,--,--,ll,ll,lm,lm,lm,lm,--,--,lm,ll,--,--,lm,--,--,--,ll,ll,--,--,--,--,--,lm,--,ll,ll,--,--,--,--,--,lm,--,--,ll,ll,--,--,--,lm,lm,ll,lm,lm,lm,lm,--,--,--,ll,ll,ll,--,--,--,lm,lm,--,--,--,--,lm,ll,--,--,--,ll,--,ll,--,lm,--,ll,lm,--,ll,lm,--,ll,--
*_SCFLD9936_1769588,<lmxll>,lm,--,ll,--,lm,--,lm,--,--,ll,ll,lm,lm,lm,lm,--,--,lm,ll,--,--,lm,--,--,ll,ll,ll,--,--,--,--,--,lm,--,ll,ll,--,--,--,--,--,lm,--,--,ll,ll,--,--,lm,lm,lm,ll,lm,lm,lm,lm,--,--,ll,ll,ll,ll,--,lm,--,lm,lm,--,--,lm,ll,lm,ll,--,--,--,ll,--,ll,--,lm,--,ll,lm,--,ll,lm,--,ll,--
