V1,V2,V3
*_SCFLD0_439930,D1.10,-,-,ab,-,-,-,ab,-,-,-,-,ab,-,a,a,-,a,-,ab,ab,ab,-,a,-,-,a,-,ab,-,ab,a,-,-,ab,-,-,-,ab,-,-,-,-,a,ab,a,-,a,-,a,a,ab,ab,-,-,ab,-,-,-,ab,ab,ab,a,a,a,-,a,-,-,ab,-,ab,-,-,-,-,ab,-,-,-,ab,ab,-,ab,ab,-,-,a,-,a,ab
*_SCFLD0_568775,D1.10,-,a,ab,-,a,-,ab,-,-,a,-,-,-,a,a,a,a,-,-,-,ab,a,a,-,-,a,ab,-,a,ab,a,a,-,-,-,ab,ab,ab,-,-,a,a,a,ab,-,ab,a,-,a,a,ab,ab,a,ab,-,a,-,-,ab,ab,-,a,a,a,ab,-,-,a,ab,ab,ab,a,-,-,a,-,a,-,a,-,-,-,-,ab,a,-,a,-,a,-
*_SCFLD0_774561,D1.10,-,-,ab,-,a,-,ab,ab,-,a,a,-,-,-,-,-,a,-,ab,-,ab,a,a,-,ab,-,ab,ab,a,-,a,-,-,-,ab,ab,ab,-,-,-,-,-,-,ab,a,ab,a,-,-,a,ab,ab,a,ab,-,-,-,-,ab,ab,ab,a,-,a,-,a,-,a,ab,-,-,a,-,a,-,ab,-,a,a,ab,ab,-,ab,ab,a,ab,a,a,-,-
*_SCFLD0_1126078,D1.10,-,a,ab,-,a,a,ab,ab,-,a,-,ab,ab,a,-,a,a,ab,ab,ab,ab,a,a,-,-,a,-,ab,a,ab,a,a,ab,ab,ab,ab,ab,ab,-,-,a,-,a,ab,-,ab,a,a,a,-,-,ab,a,ab,ab,-,-,a,ab,ab,ab,-,a,a,ab,a,ab,a,ab,ab,ab,a,ab,a,-,ab,a,a,a,-,ab,-,ab,ab,a,-,a,-,a,-
*_SCFLD0_1137909,D1.10,-,-,-,-,a,-,-,-,-,a,-,ab,-,a,-,a,-,ab,ab,-,-,a,a,-,ab,a,ab,ab,a,-,-,a,ab,-,-,-,ab,ab,-,-,a,a,a,ab,-,ab,a,-,a,a,ab,ab,-,-,ab,-,-,-,ab,ab,-,-,-,-,ab,-,ab,a,-,ab,ab,a,-,-,-,ab,a,a,a,-,ab,-,ab,-,-,-,-,-,a,ab
*_SCFLD0_1411246,B3.7,-,-,a,-,-,-,-,-,-,-,-,2ab,-,2ab,2ab,2ab,-,-,-,-,a,b,2ab,-,a,2ab,2ab,-,2ab,-,b,b,-,a,a,-,a,2ab,-,-,2ab,-,2ab,-,-,-,2ab,-,b,b,2ab,a,-,-,2ab,-,-,-,-,-,a,2ab,-,-,-,b,a,2ab,a,-,a,b,2ab,-,-,-,b,-,-,-,2ab,-,2ab,2ab,-,-,2ab,-,b,a
*_SCFLD0_1411261,D1.10,-,-,ab,-,-,-,-,-,-,-,-,ab,-,a,a,a,-,-,-,-,ab,a,a,-,ab,a,ab,-,a,ab,a,a,-,ab,ab,-,ab,ab,-,-,a,-,a,-,a,-,a,-,a,a,ab,ab,a,-,ab,ab,-,-,-,-,ab,a,-,-,-,a,-,a,-,-,ab,a,ab,-,-,-,a,a,-,ab,ab,-,ab,ab,-,-,a,-,a,ab
*_SCFLD0_1411272,D2.15,-,-,ab,-,-,-,-,-,-,-,-,a,-,ab,ab,ab,-,-,-,-,ab,a,ab,-,ab,ab,a,-,ab,ab,a,a,-,a,ab,-,ab,a,-,-,-,-,ab,-,ab,-,ab,-,a,a,a,ab,a,-,a,a,-,-,-,-,ab,ab,-,-,-,a,-,ab,-,-,ab,a,a,-,-,a,a,a,-,ab,a,-,a,a,-,-,ab,a,a,ab
*_SCFLD0_1411284,B3.7,-,-,b,-,-,-,-,-,-,-,-,2ab,-,2ab,2ab,2ab,-,-,2ab,-,b,a,2ab,-,b,2ab,2ab,-,2ab,b,a,a,-,-,b,-,b,2ab,-,-,-,-,2ab,b,2ab,-,2ab,-,a,a,2ab,b,a,-,2ab,-,-,-,2ab,b,b,2ab,-,-,-,a,b,2ab,b,-,b,a,2ab,-,-,2ab,a,a,-,b,2ab,-,2ab,2ab,-,-,2ab,a,a,b
*_SCFLD0_1710852,D1.10,-,-,ab,-,a,-,-,-,-,-,-,-,-,-,a,-,-,-,ab,ab,-,a,-,-,ab,-,-,ab,-,ab,a,-,ab,ab,ab,-,-,ab,-,ab,a,a,-,-,-,ab,-,a,-,a,-,ab,a,ab,ab,-,a,-,-,ab,ab,a,a,a,ab,a,-,a,ab,ab,-,a,-,a,-,ab,a,-,a,ab,-,-,-,ab,a,ab,-,a,-,-
*_SCFLD0_1879882,D1.10,-,-,ab,-,a,-,ab,a,-,-,a,-,-,a,a,-,a,-,ab,-,ab,-,a,-,ab,-,-,ab,a,ab,a,a,-,-,-,ab,ab,-,-,-,a,-,-,-,-,ab,a,-,a,a,ab,-,a,ab,ab,-,-,-,-,ab,-,a,-,a,-,a,-,a,-,-,-,a,a,a,-,-,a,-,a,ab,ab,-,-,-,-,ab,a,-,a,-
*_SCFLD0_1879887,D1.10,-,a,ab,-,a,-,ab,a,-,-,a,-,-,a,a,-,a,-,ab,-,ab,-,a,-,ab,-,-,ab,a,ab,a,a,-,-,-,ab,ab,-,-,-,a,-,-,-,-,ab,a,-,a,a,ab,-,a,ab,ab,-,a,-,-,ab,-,a,-,a,-,a,-,a,-,-,-,a,a,a,-,-,a,-,a,ab,ab,-,-,-,-,ab,a,-,a,-
*_SCFLD0_1879918,D1.10,-,a,ab,-,a,-,ab,a,ab,-,a,-,-,a,a,-,a,-,ab,-,ab,a,a,-,ab,-,ab,ab,a,ab,a,a,ab,-,-,ab,ab,ab,-,-,a,-,-,-,a,ab,a,-,a,a,ab,ab,a,ab,ab,-,a,-,-,ab,ab,a,-,a,-,a,-,a,-,-,-,a,a,a,-,-,a,-,a,ab,ab,-,-,-,-,ab,a,-,a,-
*_SCFLD0_2129047,D2.15,-,a,a,-,-,-,ab,-,a,ab,-,-,-,a,-,a,a,-,-,ab,a,ab,a,-,a,a,-,ab,-,a,ab,-,-,ab,a,-,a,-,-,-,a,ab,a,a,a,ab,a,-,-,ab,-,a,-,a,ab,-,-,-,-,a,a,-,a,a,a,ab,-,-,-,ab,a,ab,-,-,a,-,ab,-,a,-,ab,-,-,-,ab,-,-,-,ab,-
*_SCFLD0_2129056,D2.15,-,a,a,-,-,-,ab,-,a,ab,-,-,-,a,-,a,a,-,-,ab,a,ab,a,-,a,a,-,ab,-,a,ab,-,ab,ab,a,-,a,-,-,-,a,ab,a,a,a,ab,a,-,-,ab,-,a,-,a,ab,-,-,-,-,-,a,-,a,a,a,ab,-,-,-,ab,a,ab,ab,-,a,-,ab,ab,a,-,ab,-,-,-,ab,-,a,-,ab,-
*_SCFLD0_2152381,D2.15,-,-,-,-,-,-,-,-,-,ab,ab,-,-,a,a,a,a,-,-,ab,a,ab,a,-,a,a,ab,ab,-,-,-,-,-,ab,a,-,-,-,-,-,a,ab,a,a,a,ab,a,-,ab,ab,ab,a,-,a,ab,ab,-,-,ab,a,-,-,a,-,-,ab,-,a,a,-,a,ab,-,-,a,ab,ab,-,-,a,ab,-,ab,ab,ab,-,a,ab,-,a
*_SCFLD0_2152389,D2.15,-,-,-,-,-,-,-,-,-,ab,ab,-,-,a,a,a,a,-,-,ab,a,ab,a,-,a,a,ab,ab,-,-,-,-,-,ab,a,-,-,-,-,-,a,ab,a,a,-,ab,a,-,ab,ab,ab,a,-,a,ab,ab,-,-,ab,a,-,-,-,-,-,ab,-,a,a,-,a,ab,-,-,a,ab,ab,-,-,a,ab,-,ab,ab,ab,-,a,ab,-,a
*_SCFLD0_2152491,D2.15,-,a,-,-,ab,-,-,-,-,ab,ab,-,-,a,-,a,-,a,ab,ab,-,ab,a,-,-,-,ab,-,-,a,-,-,ab,-,a,a,a,-,-,-,-,ab,-,a,-,ab,a,-,ab,ab,-,-,-,-,ab,ab,-,-,ab,a,a,a,-,-,-,-,-,a,-,-,a,ab,ab,-,a,-,-,ab,a,-,ab,a,-,-,ab,a,a,-,ab,-
*_SCFLD0_2286517,D1.10,a,-,a,-,-,-,a,-,-,ab,-,a,-,ab,ab,ab,ab,a,a,a,a,ab,ab,-,a,ab,a,-,ab,a,-,-,-,-,a,a,a,-,-,-,ab,ab,-,-,ab,a,-,ab,ab,ab,a,-,ab,a,a,a,-,-,a,a,-,-,ab,ab,a,ab,a,ab,a,-,a,ab,ab,ab,ab,a,-,ab,ab,-,-,ab,a,a,ab,-,ab,-,ab,a
*_SCFLD0_2293262,D1.10,-,ab,-,-,ab,-,-,-,-,ab,-,ab,-,ab,ab,-,ab,a,-,a,a,ab,ab,-,a,ab,-,a,ab,-,ab,-,-,-,a,a,a,a,-,-,a,ab,ab,a,ab,a,-,ab,-,ab,-,a,ab,-,a,a,ab,-,a,a,a,ab,-,-,a,-,-,-,a,a,a,ab,ab,-,-,a,ab,-,ab,a,a,-,a,a,-,-,ab,-,ab,a
*_SCFLD0_2293393,D1.10,a,ab,a,-,-,-,-,-,a,ab,-,a,-,-,ab,ab,ab,-,a,-,-,-,ab,-,-,ab,-,a,ab,a,ab,-,a,-,a,a,a,a,ab,-,ab,ab,-,a,-,a,ab,ab,ab,ab,-,a,-,-,-,a,-,-,a,a,a,ab,ab,ab,a,-,a,-,-,-,a,ab,-,-,-,a,ab,-,-,-,a,-,-,a,-,-,-,ab,ab,a
*_SCFLD0_2619282,D2.15,-,-,-,-,-,-,-,a,-,-,a,a,-,ab,-,ab,-,-,-,a,ab,-,ab,-,ab,ab,ab,a,ab,ab,-,-,a,-,ab,ab,ab,-,-,-,ab,-,-,ab,ab,a,-,-,-,-,a,ab,a,-,-,-,-,-,a,ab,-,ab,-,-,-,a,ab,ab,ab,-,-,-,-,-,-,-,a,a,-,-,-,-,-,a,a,ab,ab,a,a,ab
*_SCFLD0_2841118,B3.7,-,-,2ab,a,a,-,-,-,-,a,a,-,-,2ab,2ab,2ab,-,b,2ab,2ab,-,a,2ab,-,b,-,2ab,-,-,-,-,-,-,2ab,-,b,b,2ab,-,-,2ab,a,2ab,-,2ab,2ab,2ab,a,2ab,-,2ab,-,a,b,2ab,-,-,a,-,-,b,2ab,2ab,-,-,-,b,2ab,-,-,b,a,-,-,-,2ab,a,-,-,b,2ab,-,-,2ab,-,-,-,a,-,b
*_SCFLD0_2841233,B3.7,-,-,-,-,-,-,2ab,-,b,-,a,2ab,-,2ab,2ab,2ab,-,b,-,2ab,b,-,2ab,-,-,-,2ab,2ab,2ab,b,-,-,2ab,-,-,-,b,2ab,-,-,2ab,-,-,-,2ab,-,2ab,-,2ab,a,2ab,b,a,-,-,2ab,a,a,-,b,b,-,-,2ab,b,a,b,-,b,-,-,a,-,-,-,2ab,a,-,-,-,-,-,2ab,-,a,-,2ab,-,a,-
*_SCFLD0_3051976,B3.7,-,2ab,2ab,-,b,-,2ab,-,-,b,-,-,-,2ab,2ab,-,-,a,2ab,2ab,a,b,2ab,-,a,-,2ab,-,2ab,-,b,-,2ab,-,a,-,a,-,-,-,2ab,b,2ab,a,-,-,2ab,-,-,-,-,-,b,a,-,2ab,-,-,2ab,a,a,2ab,-,2ab,-,b,-,2ab,a,2ab,2ab,b,b,2ab,-,-,b,-,2ab,-,-,-,-,2ab,b,-,2ab,b,-,-
*_SCFLD0_3051988,B3.7,-,2ab,2ab,-,b,-,2ab,-,-,-,-,-,-,2ab,2ab,-,-,a,2ab,2ab,a,b,2ab,-,a,-,2ab,2ab,2ab,-,b,-,2ab,-,a,-,a,-,-,-,2ab,b,2ab,a,-,-,2ab,-,-,-,-,-,b,a,-,2ab,-,-,2ab,a,a,2ab,-,2ab,-,b,-,2ab,a,2ab,2ab,b,-,2ab,-,-,b,-,-,-,-,-,-,2ab,b,-,2ab,b,-,-
*_SCFLD0_3052094,B3.7,-,2ab,-,-,b,a,-,2ab,a,b,b,-,-,2ab,-,-,2ab,a,-,2ab,a,-,2ab,-,a,2ab,2ab,2ab,2ab,a,b,-,-,2ab,a,a,a,2ab,-,-,2ab,b,2ab,-,-,a,2ab,-,2ab,b,2ab,-,b,a,-,2ab,-,-,2ab,a,-,2ab,2ab,2ab,a,-,-,2ab,a,-,2ab,b,-,-,-,-,b,-,-,-,-,-,-,2ab,b,-,2ab,-,b,-
*_SCFLD0_3087651,B3.7,b,2ab,-,-,a,-,-,-,-,-,-,2ab,-,-,-,2ab,-,-,-,2ab,b,a,2ab,-,b,2ab,2ab,2ab,2ab,b,a,-,-,2ab,b,b,b,2ab,2ab,2ab,2ab,a,2ab,-,2ab,-,-,a,-,a,-,b,-,b,-,-,-,a,-,-,-,2ab,2ab,2ab,-,a,-,-,b,-,2ab,a,a,-,2ab,2ab,a,a,2ab,-,2ab,-,-,2ab,a,-,2ab,a,a,-
*_SCFLD0_3238467,D2.15,-,a,-,-,ab,-,ab,-,-,-,-,-,-,a,-,-,a,a,ab,-,a,-,a,-,-,a,ab,-,a,-,-,-,-,ab,a,-,a,ab,-,-,a,-,-,a,-,a,a,ab,a,ab,ab,a,ab,-,ab,ab,a,-,ab,a,a,a,a,-,a,ab,a,a,a,ab,ab,ab,-,-,-,ab,ab,-,a,a,ab,-,-,-,ab,-,-,-,-,-
*_SCFLD0_3238528,B3.7,-,a,-,-,2ab,-,b,-,-,2ab,-,-,-,a,-,a,a,-,b,-,2ab,2ab,a,-,-,a,b,b,a,-,2ab,-,-,b,2ab,2ab,-,-,-,-,a,2ab,-,2ab,a,2ab,-,-,a,2ab,b,2ab,2ab,-,-,b,-,-,b,-,-,a,-,a,2ab,2ab,2ab,-,-,-,-,2ab,-,-,-,-,2ab,-,a,-,b,-,b,-,-,-,a,-,2ab,-
*_SCFLD0_3238542,B3.7,-,a,-,-,2ab,-,b,-,-,2ab,-,-,-,a,-,a,a,-,b,-,2ab,2ab,a,-,-,a,b,b,a,-,2ab,-,-,b,2ab,2ab,-,-,-,-,a,2ab,a,2ab,a,2ab,-,-,a,2ab,b,2ab,2ab,-,-,b,-,-,b,-,-,a,-,a,2ab,2ab,2ab,a,2ab,-,-,2ab,-,-,-,-,2ab,-,a,-,b,-,b,-,-,-,a,2ab,2ab,-
*_SCFLD0_3238566,D2.15,-,ab,-,-,a,-,a,-,-,a,a,-,ab,ab,ab,ab,ab,-,a,a,ab,a,ab,-,-,ab,a,a,ab,-,a,-,-,a,ab,ab,-,-,-,a,ab,a,ab,ab,ab,ab,-,-,ab,a,a,ab,a,-,-,a,-,-,a,-,ab,ab,-,ab,ab,a,ab,ab,ab,-,-,a,a,-,-,-,a,-,ab,ab,a,-,a,-,-,-,ab,a,a,-
*_SCFLD0_3302889,D2.15,ab,ab,-,-,a,-,-,a,-,a,a,a,-,ab,-,ab,ab,-,a,-,ab,a,ab,-,ab,ab,a,a,ab,-,a,a,a,-,ab,ab,ab,a,-,-,ab,a,-,ab,ab,ab,ab,-,ab,a,a,ab,a,ab,a,a,-,-,a,ab,ab,ab,ab,ab,ab,a,ab,ab,ab,-,a,a,a,-,-,a,a,a,ab,ab,a,-,a,a,-,-,ab,a,a,-
*_SCFLD0_3883308,D1.10,-,ab,a,-,-,-,a,-,-,ab,-,a,a,ab,-,-,ab,a,a,-,-,ab,-,-,-,-,-,-,ab,a,ab,-,-,a,a,-,-,-,-,a,ab,ab,ab,a,-,a,ab,ab,-,ab,-,-,-,a,-,a,-,-,a,a,a,-,ab,-,a,-,a,-,-,-,a,-,-,-,ab,a,-,-,-,-,-,-,a,-,-,-,ab,ab,ab,-
*_SCFLD0_3883323,D1.10,-,ab,a,-,-,-,a,-,-,ab,-,a,a,ab,-,-,ab,a,a,-,-,ab,-,-,-,-,-,a,ab,-,ab,-,-,a,a,-,-,-,-,a,ab,ab,ab,a,ab,a,ab,ab,-,ab,-,-,-,a,-,a,-,-,a,a,a,-,ab,-,a,ab,a,-,-,-,a,-,ab,-,ab,a,-,ab,-,-,-,-,a,-,-,-,ab,ab,ab,-
*_SCFLD0_4360879,B3.7,-,-,-,-,a,-,2ab,2ab,-,a,a,2ab,-,-,2ab,-,2ab,-,2ab,2ab,-,2ab,2ab,-,-,2ab,-,2ab,2ab,-,-,-,-,-,b,b,b,-,-,-,-,a,2ab,b,-,b,2ab,a,2ab,a,2ab,b,a,-,-,-,2ab,-,2ab,-,b,2ab,2ab,2ab,b,a,-,2ab,b,-,2ab,a,-,-,-,-,a,a,2ab,-,2ab,-,2ab,2ab,a,-,2ab,a,a,b
*_SCFLD0_4372423,B3.7,a,-,2ab,-,b,-,2ab,2ab,-,b,-,2ab,-,2ab,-,2ab,a,-,2ab,-,a,-,2ab,-,a,2ab,2ab,a,2ab,-,-,b,2ab,-,-,a,-,2ab,-,-,2ab,b,2ab,a,2ab,a,-,-,2ab,b,2ab,a,b,a,b,-,-,b,-,a,a,2ab,2ab,2ab,a,b,a,2ab,a,2ab,-,b,-,2ab,-,2ab,-,b,2ab,a,-,-,2ab,2ab,-,-,2ab,b,b,a
*_SCFLD0_4372446,B3.7,a,-,2ab,-,b,-,2ab,2ab,-,b,-,2ab,a,2ab,-,2ab,2ab,a,2ab,-,-,2ab,-,-,a,2ab,2ab,2ab,2ab,-,-,b,2ab,-,-,a,-,2ab,-,-,2ab,b,2ab,a,2ab,a,-,-,2ab,b,2ab,a,b,a,b,-,-,b,2ab,a,a,2ab,2ab,2ab,a,b,a,2ab,a,2ab,-,b,-,-,-,2ab,-,b,-,-,-,-,2ab,2ab,-,-,2ab,b,b,a
*_SCFLD0_4372476,B3.7,a,-,-,-,b,-,2ab,-,-,b,-,2ab,a,2ab,-,2ab,2ab,a,2ab,-,-,2ab,-,-,a,2ab,2ab,2ab,2ab,-,-,b,2ab,-,-,a,-,2ab,-,-,2ab,b,2ab,-,2ab,a,-,-,2ab,b,2ab,a,b,a,-,-,-,-,-,a,a,2ab,-,2ab,a,b,a,2ab,a,2ab,-,b,-,-,-,2ab,-,b,-,a,-,-,2ab,2ab,-,-,2ab,b,b,a
*_SCFLD0_4565014,D1.10,-,a,-,-,a,a,ab,-,-,-,a,ab,-,-,-,a,a,ab,ab,ab,-,a,a,-,-,a,ab,-,a,ab,a,a,-,-,ab,ab,ab,ab,-,ab,a,-,a,ab,-,ab,-,a,-,a,ab,ab,a,ab,a,ab,a,-,ab,ab,ab,a,a,a,ab,-,-,-,ab,-,ab,a,a,-,-,-,-,a,a,-,ab,-,-,-,a,-,a,-,-,-
*_SCFLD0_4596289,D1.10,-,ab,a,-,-,-,a,a,-,ab,-,-,-,ab,-,-,ab,a,a,a,-,ab,ab,-,a,ab,a,a,ab,a,ab,-,a,a,a,a,a,-,-,-,ab,ab,-,a,-,-,ab,-,ab,ab,a,a,ab,a,ab,a,-,-,-,a,-,-,ab,-,-,-,-,-,a,-,a,ab,-,ab,-,-,ab,-,ab,-,a,-,-,a,ab,a,ab,ab,ab,a
*_SCFLD0_4990115,D2.15,ab,ab,a,-,a,-,a,a,-,a,a,a,-,-,ab,-,ab,ab,-,-,ab,ab,ab,-,-,ab,-,a,ab,ab,a,-,a,-,ab,ab,-,a,-,-,ab,-,-,ab,ab,ab,ab,-,ab,a,a,ab,a,ab,a,-,-,-,a,ab,ab,ab,ab,ab,ab,a,-,ab,ab,-,a,a,-,-,-,a,a,-,-,ab,a,-,-,ab,a,ab,ab,-,a,ab
*_SCFLD0_4990257,D2.15,-,ab,a,-,-,-,a,a,-,-,-,-,-,ab,-,ab,ab,ab,a,a,-,ab,-,-,ab,ab,a,-,-,-,a,-,a,-,-,ab,-,a,-,-,-,-,ab,ab,-,ab,-,a,ab,-,a,-,a,-,a,-,-,a,a,ab,-,ab,ab,ab,-,a,ab,ab,ab,-,-,a,a,-,-,a,a,-,-,ab,-,-,-,ab,a,-,ab,-,a,ab
*_SCFLD0_5017786,D1.10,-,-,-,-,-,-,ab,-,-,a,-,-,-,a,-,a,a,ab,-,ab,ab,a,a,-,ab,a,-,ab,-,-,-,-,-,ab,ab,ab,-,ab,-,-,a,a,a,ab,a,ab,-,a,-,a,ab,ab,-,ab,a,ab,-,-,-,-,-,a,-,-,-,-,ab,a,ab,ab,-,a,-,-,-,ab,-,-,a,ab,ab,-,ab,-,-,ab,a,-,a,-
*_SCFLD0_5017795,D1.10,-,-,-,-,-,-,ab,-,-,a,-,-,-,a,-,a,a,ab,-,ab,ab,a,a,-,ab,a,-,ab,-,-,-,-,-,-,ab,ab,-,ab,-,-,a,a,a,ab,a,ab,-,a,-,a,ab,ab,-,ab,a,ab,-,-,-,-,-,a,-,-,-,-,ab,a,ab,ab,-,a,-,-,-,ab,-,-,-,ab,ab,-,ab,-,-,ab,-,-,a,-
*_SCFLD0_5200341,D1.10,-,a,ab,-,a,-,ab,-,-,a,-,-,ab,a,-,a,-,-,ab,ab,-,a,-,-,ab,a,ab,ab,-,-,a,-,-,-,ab,-,ab,ab,a,-,a,a,a,ab,a,ab,a,-,a,a,ab,ab,a,ab,a,ab,-,ab,ab,ab,ab,a,a,-,ab,ab,-,a,ab,-,ab,a,a,-,-,ab,a,-,a,-,-,-,ab,ab,-,-,a,a,a,ab
*_SCFLD0_5200428,D1.10,ab,a,-,-,-,-,-,ab,-,a,a,ab,-,a,-,a,-,ab,ab,-,-,-,-,-,ab,a,ab,-,a,-,-,a,-,ab,-,ab,ab,ab,-,-,a,a,-,-,-,ab,-,a,a,a,ab,-,-,-,a,ab,-,-,ab,ab,-,-,a,a,ab,-,ab,a,-,-,ab,a,a,-,a,-,a,-,-,ab,ab,a,ab,-,-,ab,a,a,a,-
*_SCFLD0_5243591,D1.10,-,-,-,-,-,ab,ab,-,-,a,-,-,ab,a,a,-,a,ab,ab,ab,-,a,a,-,ab,a,ab,ab,a,ab,a,-,-,-,ab,-,ab,ab,a,ab,a,a,-,ab,a,ab,a,a,a,a,ab,ab,a,ab,-,-,-,-,ab,-,-,a,a,a,ab,ab,ab,-,ab,ab,ab,a,-,-,-,ab,-,a,a,-,-,-,-,-,a,-,a,-,a,ab
*_SCFLD0_5591804,B3.7,-,2ab,2ab,-,-,-,2ab,-,-,-,-,-,-,2ab,-,2ab,-,a,2ab,-,-,2ab,-,-,a,2ab,a,-,-,-,-,-,2ab,2ab,a,-,-,-,-,-,2ab,b,2ab,-,-,a,-,b,-,b,-,a,b,a,2ab,a,-,-,2ab,-,-,2ab,2ab,-,-,-,a,2ab,a,-,-,b,b,-,-,2ab,-,b,-,-,2ab,-,2ab,a,-,-,2ab,-,-,a
*_SCFLD0_6012620,D1.10,-,-,a,ab,ab,a,a,-,-,ab,ab,-,-,ab,ab,-,ab,a,a,a,-,ab,ab,-,-,ab,a,a,ab,a,ab,-,a,-,a,a,a,-,-,-,ab,ab,ab,a,ab,a,ab,ab,ab,ab,a,a,ab,a,ab,a,-,a,a,a,a,ab,ab,ab,a,a,a,-,a,-,a,ab,-,-,-,a,ab,ab,ab,a,-,-,-,a,ab,-,ab,ab,ab,a
